Product_name,Prices,Description,Reviews,CPU,RAM,OS,Storage,Display,Warranty,doc
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,41990.0,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.2,AMD Ryzen 5 Hexa Core,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,"dell 15 amd ryzen 5 hexa core 7530u - (16 gb/512 gb ssd/windows 11 home) 3535 thin and light laptop amd ryzen 5 hexa core 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹41990.0 amd ryzen 5 hexa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,29990.0,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 15 (2024) amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) 15-fc0154au thin and ligh... amd ryzen 3 quad core 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹29990.0 amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,35990.0,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook 15 intel core i3 13th gen 1315u - (8 gb/512 gb ssd/windows 11 home) x1504va-nj323ws thin... intel core i3 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹35990.0 intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
SAMSUNG Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,51990.0,Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.2,Intel Core i5,16 GB,Windows 11,16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year Manufacturer,samsung galaxy book4 metal intel core i5 13th gen 1335u - (16 gb/512 gb ssd/windows 11 home) np750xgj-... intel core i5 16 gb 16 gb lpddr4x ramwindows 11 operating system512 gb ssd ₹51990.0 intel core i5 processor (13th gen)16 gb lpddr4x ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year manufacturer warranty for laptop and 6 months for in-box accessories
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,40990.0,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,Intel Core i5,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook 15 intel core i5 12th gen 1235u - (8 gb/512 gb ssd/windows 11 home) x1504za-nj527ws|x150... intel core i5 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹40990.0 intel core i5 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82XD003MIN Thin and ...,66490.0,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,3.8,Intel Core i5,16 GB,Windows 11,16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,35.56 cm,No Warranty,lenovo ideapad slim 5 intel core i5 13th gen - (16 gb/512 gb ssd/windows 11 home) 82xd003min thin and ... intel core i5 16 gb 16 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹66490.0 intel core i5 processor (13th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,14990.0,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty,4.4,Intel Celeron Dual Core,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD,29.46 cm,1 Year,acer aspire 3 intel celeron dual core - (8 gb/128 gb ssd/windows 11 home) a311-45 thin and light lapto... intel celeron dual core 8 gb 8 gb ddr4 ram64 bit windows 11 home operating system128 gb ssd ₹14990.0 intel celeron dual core processor8 gb ddr4 ram64 bit windows 11 home operating system128 gb ssd29.46 cm (11.6 inch) display1 year warranty
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940W...,68990.0,"Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024, Microsoft 365 Basic1 Year Onsite Warranty",4.2,Intel Core i7,32 GB,Windows 11,32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD,35.56 cm,1 Year,"asus expertbook p1 intel core i7 13th gen 13620h - (32 gb/512 gb ssd/windows 11 home) p1403cva-s60940w... intel core i7 32 gb 32 gb ddr5 ramwindows 11 home operating system512 gb ssd ₹68990.0 intel core i7 processor (13th gen)32 gb ddr5 ramwindows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office home 2024, microsoft 365 basic1 year onsite warranty"
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,28990.0,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook go 15 amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) e1504fa-nj321ws th... amd ryzen 3 quad core 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹28990.0 amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ320WS Thin...,34990.0,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,4.2,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook 15 intel core i3 13th gen 1315u - (8 gb/512 gb ssd/windows 11 home) x1504va-nj320ws thin... intel core i3 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹34990.0 intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
MSI Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX ...,161990.0,Intel Core i7 Processor (14th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Carry-in Warranty,3.8,Intel Core i7,32 GB,Windows 11,32 GB DDR5 RAMWindows 11 Operating System1 TB SSD,40.64 cm,2 Year Carry-in,msi intel core i7 14th gen 14700hx - (32 gb/1 tb ssd/windows 11 home/8 gb graphics/nvidia geforce rtx ... intel core i7 32 gb 32 gb ddr5 ramwindows 11 operating system1 tb ssd ₹161990.0 intel core i7 processor (14th gen)32 gb ddr5 ramwindows 11 operating system1 tb ssd40.64 cm (16 inch) display2 year carry-in warranty
HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,29990.0,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 15s backlit keyboard amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) 15-fc0026au th... amd ryzen 3 quad core 8 gb 8 gb lpddr5 ram64 bit windows 11 operating system512 gb ssd ₹29990.0 amd ryzen 3 quad core processor8 gb lpddr5 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,17990.0,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty,4.2,Intel Celeron Dual Core,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD,29.46 cm,1 Year,acer aspire 3 intel celeron dual core - (8 gb/512 gb ssd/windows 11 home) a311-45 thin and light lapto... intel celeron dual core 8 gb 8 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd ₹17990.0 intel celeron dual core processor8 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd29.46 cm (11.6 inch) display1 year warranty
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,40990.0,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.2,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,35.56 cm,1 Year Carry-in,acer aspire 3 intel core i5 13th gen 1334u - (16 gb/512 gb ssd/windows 11 home) a324-53 thin and light... intel core i5 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹40990.0 intel core i5 processor (13th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
MOTOROLA Motobook 60 Full Metal Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,62990.0,Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,Intel Core 5 (Series 2),16 GB,Windows 11,16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,20241 Year,motorola motobook 60 full metal intel core 5 (series 2) 210h - (16 gb/512 gb ssd/windows 11 home) 14ir... intel core 5 (series 2) 16 gb 16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd ₹62990.0 intel core 5 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,45990.0,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook 15 intel core i5 12th gen 1235u - (16 gb/512 gb ssd/windows 11 home) x1504za-nj549ws thi... intel core i5 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹45990.0 intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,69990.0,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.2,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,20241 Year Carry-in,hp victus intel core i5 13th gen 13420h - (16 gb/512 gb ssd/windows 11 home/6 gb graphics/nvidia gefor... intel core i5 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹69990.0 intel core i5 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaywindows 11 and microsoft office home & student edition 20241 year carry-in warranty
HP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU Thin and Light Laptop,36990.0,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,4.4,Intel Core i3,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year,hp intel core i3 13th gen 1315u - (16 gb/512 gb ssd/windows 11 home) 15-fd0574tu thin and light laptop intel core i3 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹36990.0 intel core i3 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displayms office home 2024 + misc pc game pass da 3m1 year onsite warranty
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH1...,73990.0,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,3.7,Intel Core 7 (Series 2),16 GB,Windows 11,16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD,35.56 cm,20241 Year,motorola motobook 60 full metal intel core 7 (series 2) 240h - (16 gb/1 tb ssd/windows 11 home) 14irh1... intel core 7 (series 2) 16 gb 16 gb ddr5 ram64 bit windows 11 operating system1 tb ssd ₹73990.0 intel core 7 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system1 tb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,59990.0,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.3,Intel Core i7,16 GB,Windows 11,16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year Manufacturer,samsung galaxy book4 metal intel core i7 13th gen 1355u - (16 gb/512 gb ssd/windows 11 home) np750xgj-... intel core i7 16 gb 16 gb lpddr4x ramwindows 11 operating system512 gb ssd ₹59990.0 intel core i7 processor (13th gen)16 gb lpddr4x ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year manufacturer warranty for laptop and 6 months for in-box accessories
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,16490.0,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4.1,Unknown,8GB,Windows 11,"8GB LPDDR4 Ram, 256GB M.2 SSD",35.81 cm,1 Year,"chuwi intel celeron dual core 11th gen n4020 - (8 gb/256 gb ssd/windows 11 home) herobook pro laptop unknown 8gb 8gb lpddr4 ram, 256gb m.2 ssd ₹16490.0 light weight, portable laptop ram/storage: 8gb lpddr4 ram, 256gb m.2 ssd storagehard-decoding 4k@60hz graphics/gpu: uhd graphics 600 display: 14.1 inch, 16:9 ips display touchpad: larger touchpad with easy control keyboard: chiclet keyboard keysintel celeron dual core processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system256 gb ssd35.81 cm (14.1 inch) displaywps office, operating system software1 year onsite warranty"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,44990.0,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,Intel Core i5,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/windows 11 home) 15s-fy5002tu thin and ligh... intel core i5 8 gb 8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹44990.0 intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (1...",62990.0,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",4.3,Qualcomm Snapdragon X,16 GB,Windows 11,16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD,40.64 cm,"1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year","asus vivobook 16 (2025), copilot + pc with office 2024 + m365 basic*, ai pc qualcomm snapdragon x - (1... qualcomm snapdragon x 16 gb 16 gb lpddr5x ramwindows 11 home operating system512 gb ssd ₹62990.0 qualcomm snapdragon x processor16 gb lpddr5x ramwindows 11 home operating system512 gb ssd40.64 cm (16 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), mcafee 1 year, one-month membership of adobe creative cloud all apps1 year onsite warranty"
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,70990.0,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,Intel Core 7 (Series 2),16 GB,Windows 11,16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,20241 Year,motorola motobook 60 full metal intel core 7 (series 2) 240h - (16 gb/512 gb ssd/windows 11 home) 14ir... intel core 7 (series 2) 16 gb 16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd ₹70990.0 intel core 7 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,52990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.2,AMD Ryzen 7 Octa Core,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year Carry-in,asus tuf gaming a15 amd ryzen 7 octa core 7435hs - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvi... amd ryzen 7 octa core 16 gb 16 gb ddr5 ramwindows 11 home operating system512 gb ssd ₹52990.0 amd ryzen 7 octa core processor16 gb ddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,99990.0,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Carry-in Warranty,3.9,Intel Core i7,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Operating System1 TB SSD,40.64 cm,1 Year Carry-in,acer predator helios neo 16 intel core i7 14th gen 14700hx - (16 gb/1 tb ssd/windows 11 home/6 gb grap... intel core i7 16 gb 16 gb ddr5 ramwindows 11 operating system1 tb ssd ₹99990.0 intel core i7 processor (14th gen)16 gb ddr5 ramwindows 11 operating system1 tb ssd40.64 cm (16 inch) display1 year carry-in warranty
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,45490.0,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite,4.2,Intel Core i5,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,35.56 cm,No Warranty,lenovo ideapad slim 3 intel core i5 12th gen 12450h - (8 gb/512 gb ssd/windows 11 home) 14iah8 thin an... intel core i5 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹45490.0 intel core i5 processor (12th gen)8 gb lpddr5 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 yr. onsite
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,22990.0,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),4.3,Intel Celeron Dual Core,8 GB,Windows 11,8 GB LPDDR4X RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year International Travelers,acer aspire 3 intel celeron dual core n4500 - (8 gb/512 gb ssd/windows 11 home) a325-45 thin and light... intel celeron dual core 8 gb 8 gb lpddr4x ramwindows 11 home operating system512 gb ssd ₹22990.0 intel celeron dual core processor8 gb lpddr4x ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year international travelers warranty (itw)
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,29990.0,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.3,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,35.56 cm,1 Year Carry-in,acer aspire 3 intel core i3 13th gen 1305u - (8 gb/512 gb ssd/windows 11 home) a324-53 thin and light ... intel core i3 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹29990.0 intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 82XM00QD...,39990.0,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Carry-in Warranty,4.4,AMD Ryzen 5 Hexa Core,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,20241 Year Carry-in,lenovo ideapad slim 3 15abr8 amd ryzen 5 hexa core 5625u - (16 gb/512 gb ssd/windows 11 home) 82xm00qd... amd ryzen 5 hexa core 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹39990.0 amd ryzen 5 hexa core processor16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displayoffice home 20241 year carry-in warranty
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,29990.0,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 15 (2024) amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) 15-fc0154au thin and ligh... amd ryzen 3 quad core 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹29990.0 amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,98990.0,Intel Core Ultra 7 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.2,Intel Core Ultra 7,32 GB,Windows 11,32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD,35.56 cm,No Warranty,lenovo yoga slim 7 wuxga oled ai pc intel core ultra 7 155h - (32 gb/1 tb ssd/windows 11 home) 14imh9 ... intel core ultra 7 32 gb 32 gb lpddr5x ramwindows 11 operating system1 tb ssd ₹98990.0 intel core ultra 7 processor32 gb lpddr5x ramwindows 11 operating system1 tb ssd35.56 cm (14 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...",32990.0,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1-year warranty,4.4,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,No Warranty,"asus vivobook 15, with backlit keyboard, intel core i3 12th gen 1215u - (8 gb/512 gb ssd/windows 11 ho... intel core i3 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹32990.0 intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1-year warranty"
