Product_name,Prices,Description,Reviews,CPU,RAM,OS,Storage,Display,Warranty,doc
HP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU Thin and Light Laptop,36990.0,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,3.8,Intel Core i3,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year,hp intel core i3 13th gen 1315u - (16 gb/512 gb ssd/windows 11 home) 15-fd0574tu thin and light laptop intel core i3 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹36990.0 intel core i3 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displayms office home 2024 + misc pc game pass da 3m1 year onsite warranty
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light...,20490.0,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.1,Intel Celeron Dual Core,8 GB,Windows 11,8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD,35.56 cm,1 Year Carry-in,acer aspire 3 intel celeron dual core n4500 - (8 gb/256 gb ssd/windows 11 home) a324-45 thin and light... intel celeron dual core 8 gb 8 gb lpddr4x ramwindows 11 operating system256 gb ssd ₹20490.0 intel celeron dual core processor8 gb lpddr4x ramwindows 11 operating system256 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,70990.0,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,Intel Core 7 (Series 2),16 GB,Windows 11,16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,20241 Year,motorola motobook 60 full metal intel core 7 (series 2) 240h - (16 gb/512 gb ssd/windows 11 home) 14ir... intel core 7 (series 2) 16 gb 16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd ₹70990.0 intel core 7 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
Apple MacBook Air Apple M3 - (16 GB/1 TB SSD/macOS Sonoma) MXCR3HN/A,163990.0,"Apple M3 Processor16 GB Unified Memory RAMMac OS Operating System1 TB SSD33.02 cm (13 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos1 Year Onsite Warranty",4.4,Apple M3,16 GB,Not Specified,16 GB Unified Memory RAMMac OS Operating System1 TB SSD,33.02 cm,1 Year,"apple macbook air apple m3 - (16 gb/1 tb ssd/macos sonoma) mxcr3hn/a apple m3 16 gb 16 gb unified memory rammac os operating system1 tb ssd ₹163990.0 apple m3 processor16 gb unified memory rammac os operating system1 tb ssd33.02 cm (13 inch) displaybuilt-in apps: app store, books, calendar, contacts, facetime, find my, freeform, garageband, home, imovie, keynote, mail, maps, messages, music, notes, numbers, pages, photo booth, photos, podcasts, preview, quicktime player, reminders, safari, shortcuts, siri, stocks, time machine, tv, voice memos1 year onsite warranty"
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS | ...,34990.0,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,3.8,AMD Ryzen 5 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook go 15 amd ryzen 5 quad core 7520u - (8 gb/512 gb ssd/windows 11 home) e1504fa-nj133ws | ... amd ryzen 5 quad core 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹34990.0 amd ryzen 5 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,50990.0,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,3.7,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,2 Year,msi thin 15 intel core i5 12th gen 12450h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia gef... intel core i5 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹50990.0 intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display2 year onsite warranty
"DELL Wyse 5470 Intel Celeron Quad Core Processor Base Frequency 1.10 GHz, Burst Frequency 2.40 GHz - (...",21350.0,Intel Celeron Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 YEAR WARRANTY,3.8,Intel Celeron Quad Core,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD,35.56 cm,1 YEAR,"dell wyse 5470 intel celeron quad core processor base frequency 1.10 ghz, burst frequency 2.40 ghz - (... intel celeron quad core 8 gb 8 gb ddr4 ram64 bit windows 11 operating system256 gb ssd ₹21350.0 intel celeron quad core processor8 gb ddr4 ram64 bit windows 11 operating system256 gb ssd35.56 cm (14 inch) display1 year warranty"
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,28990.0,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook go 15 amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) e1504fa-nj322ws th... amd ryzen 3 quad core 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹28990.0 amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,52990.0,AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,3.3,AMD Ryzen 7 Octa Core,8 GB,Windows 11,8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year Carry-in,asus tuf gaming a15 amd ryzen 7 octa core 7435hs - (8 gb/512 gb ssd/windows 11 home/4 gb graphics/nvid... amd ryzen 7 octa core 8 gb 8 gb ddr5 ramwindows 11 home operating system512 gb ssd ₹52990.0 amd ryzen 7 octa core processor8 gb ddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU Thin and Light ...,35990.0,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.4,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year Carry-in,hp laptop intel core i3 13th gen 1315u - (8 gb/512 gb ssd/windows 11 home) 15-fd0129tu thin and light ... intel core i3 8 gb 8 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹35990.0 intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,28990.0,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,4.4,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,35.56 cm,1 Year,asus vivobook go 14 amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) e1404fa-nk321ws th... amd ryzen 3 quad core 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹28990.0 amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,35990.0,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite,4.2,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,35.56 cm,No Warranty,lenovo ideapad 3 intel core i3 12th gen 1215u - (8 gb/512 gb ssd/windows 11 home) 14iau7 thin and ligh... intel core i3 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹35990.0 intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 yr. onsite
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/Intel Integrated NVIDIA® Ge...,56990.0,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 year manufacturer warranty,4.3,Intel Core i5,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 year manufacturer,hp victus intel core i5 12th gen 12450h - (8 gb/512 gb ssd/windows 11 home/intel integrated nvidia® ge... intel core i5 8 gb 8 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹56990.0 intel core i5 processor (12th gen)8 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year manufacturer warranty
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,41990.0,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.5,AMD Ryzen 5 Hexa Core,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,"dell 15 amd ryzen 5 hexa core 7530u - (16 gb/512 gb ssd/windows 11 home) 3535 thin and light laptop amd ryzen 5 hexa core 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹41990.0 amd ryzen 5 hexa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,29990.0,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,3.6,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 15 (2024) amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) 15-fc0154au thin and ligh... amd ryzen 3 quad core 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹29990.0 amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,57990.0,AMD Ryzen 5 Quad Core Processor12 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection,4.3,AMD Ryzen 5 Quad Core,12 GB,Windows 11,12 GB DDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,No Warranty,lenovo loq amd ryzen 5 quad core 7235hs - (12 gb/512 gb ssd/windows 11 home/6 gb graphics/nvidia gefor... amd ryzen 5 quad core 12 gb 12 gb ddr5 ramwindows 11 operating system512 gb ssd ₹57990.0 amd ryzen 5 quad core processor12 gb ddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1yr warranty and 1 yr accidental damage protection
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,35990.0,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,AMD Ryzen 5 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp amd ryzen 5 quad core 7520u - (8 gb/512 gb ssd/windows 11 home) 15-fc0155au thin and light laptop amd ryzen 5 quad core 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹35990.0 amd ryzen 5 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,16490.0,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.9,Unknown,8GB,Windows 11,"8GB LPDDR4 Ram, 256GB M.2 SSD",35.81 cm,1 Year,"chuwi intel celeron dual core 11th gen n4020 - (8 gb/256 gb ssd/windows 11 home) herobook pro laptop unknown 8gb 8gb lpddr4 ram, 256gb m.2 ssd ₹16490.0 light weight, portable laptop ram/storage: 8gb lpddr4 ram, 256gb m.2 ssd storagehard-decoding 4k@60hz graphics/gpu: uhd graphics 600 display: 14.1 inch, 16:9 ips display touchpad: larger touchpad with easy control keyboard: chiclet keyboard keysintel celeron dual core processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system256 gb ssd35.81 cm (14.1 inch) displaywps office, operating system software1 year onsite warranty"
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD...,36990.0,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",4.2,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,35.56 cm,1 year1 Year,"asus vivobook 14 (2025) with office 2024 + m365 basic* intel core i3 13th gen 1315u - (8 gb/512 gb ssd... intel core i3 8 gb 8 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹36990.0 intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), one-month membership of adobe creative cloud all apps, mcafee 1 year1 year onsite warranty"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,15990.0,Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,3.7,Intel Celeron Dual Core,4 GB,Not Specified,Not Specified,39.62 cm,1 Year,asus chromebook intel celeron dual core n4500 - (4 gb/64 gb emmc storage/chrome os) cx1500cka-nj0393 c... intel celeron dual core 4 gb not specified ₹15990.0 intel celeron dual core processor4 gb lpddr4x ramchrome operating system39.62 cm (15.6 inch) display1 year onsite warranty
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ523WS Thin...,46990.0,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,Intel Core i5,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus vivobook 15 intel core i5 13th gen 1335u - (8 gb/512 gb ssd/windows 11 home) x1504va-nj523ws thin... intel core i5 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹46990.0 intel core i5 processor (13th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU Thin and Light Laptop,36990.0,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,4.8,Intel Core i3,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year,hp intel core i3 13th gen 1315u - (16 gb/512 gb ssd/windows 11 home) 15-fd0574tu thin and light laptop intel core i3 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹36990.0 intel core i3 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displayms office home 2024 + misc pc game pass da 3m1 year onsite warranty
HP MS Office 2024 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) fd0468TU Thin and ...,64990.0,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,4.4,Intel Core i7,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,20241 Year Carry-in,hp ms office 2024 intel core i7 13th gen 1355u - (16 gb/512 gb ssd/windows 11 home) fd0468tu thin and ... intel core i7 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹64990.0 intel core i7 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office h&s edition 20241 year carry-in warranty
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,32990.0,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.4,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,No Warranty,lenovo ideapad slim 3 intel core i3 12th gen 1215u - (8 gb/512 gb ssd/windows 11 home) 15iau7 thin and... intel core i3 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹32990.0 intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 14R G9 Thin and Light ...,33949.0,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty",4.3,Intel Core i3,16 GB,Windows 11,16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD,35.56 cm,1 Year,"hp 14r (2025) intel core i3 13th gen 1315u - (16 gb/512 gb ssd/windows 11 home) 14r g9 thin and light ... intel core i3 16 gb 16 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd ₹33949.0 intel core i3 processor (13th gen)16 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 home1 year onsite warranty"
DELL G15 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,119490.0,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayAlienware Command Center,Dell Support Assist)1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support",4.3,Intel Core i7,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Operating System1 TB SSD,39.62 cm,No Warranty,"dell g15 intel core i7 13th gen 13650hx - (16 gb/1 tb ssd/windows 11 home/8 gb graphics/nvidia geforce... intel core i7 16 gb 16 gb ddr5 ramwindows 11 operating system1 tb ssd ₹119490.0 intel core i7 processor (13th gen)16 gb ddr5 ramwindows 11 operating system1 tb ssd39.62 cm (15.6 inch) displayalienware command center,dell support assist)1 year basic onsite service after remote diagnosis with hardware-only support"
Ultimus Pro Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN C...,11990.0,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Home Operating System35.81 cm (14.1 Inch) DisplayPre Loaded Windows App1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor,4.2,Intel Celeron Dual Core,4 GB,Windows 11,Not Specified,35.81 cm,1 Year,ultimus pro intel celeron dual core n4020 - (4 gb/128 gb emmc storage/windows 11 home) nu14u3inc43bn c... intel celeron dual core 4 gb not specified ₹11990.0 intel celeron dual core processor4 gb ddr4 ram64 bit windows 11 home operating system35.81 cm (14.1 inch) displaypre loaded windows app1 year warranty and only 6 months warranty on battery and adaptor
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,57990.0,Intel Core i5 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection,4.2,Intel Core i5,12 GB,Windows 11,12 GB DDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,No Warranty,lenovo loq intel core i5 12th gen 12450hx - (12 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia gef... intel core i5 12 gb 12 gb ddr5 ramwindows 11 operating system512 gb ssd ₹57990.0 intel core i5 processor (12th gen)12 gb ddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1yr warranty and 1 yr accidental damage protection
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,29990.0,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 15 (2024) amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) 15-fc0154au thin and ligh... amd ryzen 3 quad core 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹29990.0 amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,84990.0,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.4,Intel Core i7,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System1 TB SSD,39.62 cm,2 Year,msi thin 15 intel core i7 13th gen 13620h - (16 gb/1 tb ssd/windows 11 home/6 gb graphics/nvidia gefor... intel core i7 16 gb 16 gb ddr4 ramwindows 11 operating system1 tb ssd ₹84990.0 intel core i7 processor (13th gen)16 gb ddr4 ramwindows 11 operating system1 tb ssd39.62 cm (15.6 inch) display2 year onsite warranty
HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,34750.0,Intel Core i3 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS OFFICE1 year Onsite Warrenty,4.2,Intel Core i3,16 GB,Windows 11,16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,No Warranty,hp g8 intel core i3 12th gen 12 gen - (16 gb/512 gb ssd/windows 11 pro) 250g8 business laptop intel core i3 16 gb 16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹34750.0 intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displayms office1 year onsite warrenty
HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,29990.0,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,3.2,AMD Ryzen 3 Quad Core,8 GB,Windows 11,8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 15s backlit keyboard amd ryzen 3 quad core 7320u - (8 gb/512 gb ssd/windows 11 home) 15-fc0026au th... amd ryzen 3 quad core 8 gb 8 gb lpddr5 ram64 bit windows 11 operating system512 gb ssd ₹29990.0 amd ryzen 3 quad core processor8 gb lpddr5 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
